[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-12-17 15:37:44] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2024-12-17 15:37:46] [class-ss-archive-creation-job.php:172] Current task: setup
[2024-12-17 15:37:46] [class-ss-archive-creation-job.php:182] Performing task: setup
[2024-12-17 15:37:46] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-12-17 15:37:46] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864\
[2024-12-17 15:37:46] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/Freaky-Font/
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b3193c10-cOfZeQ.tmp
[2024-12-17 15:39:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/jquery.tipsy.min.js?simply_static_page=602
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/jquery.tipsy.min.js?simply_static_page=602
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:103] Filesize: 4309 bytes
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/foxiz/assets/js/jquery.tipsy.min.js
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b3193c10-cOfZeQ.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/themes/foxiz/assets/js/jquery.tipsy.min.js
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:29] [class-ss-page.php:119] Checking Content Identical:78b114d9ca2dad2b1efd755e08a6e2fcd1376f9d===. Value: FALSE
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/jquery.ui.totop.min.js
[2024-12-17 15:39:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 634
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b31a2dcb-3ssKLq.tmp
[2024-12-17 15:39:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/jquery.ui.totop.min.js?simply_static_page=603
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/jquery.ui.totop.min.js?simply_static_page=603
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:103] Filesize: 611 bytes
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/foxiz/assets/js/jquery.ui.totop.min.js
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b31a2dcb-3ssKLq.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/themes/foxiz/assets/js/jquery.ui.totop.min.js
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:29] [class-ss-page.php:119] Checking Content Identical:3e0ad0c6690cc32c91973c237a096a7bedb034ec===. Value: FALSE
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/global.js
[2024-12-17 15:39:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 634
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b31b6de3-P2RDDd.tmp
[2024-12-17 15:39:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/global.js?simply_static_page=604
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/themes/foxiz/assets/js/global.js?simply_static_page=604
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:103] Filesize: 109689 bytes
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/foxiz/assets/js/global.js
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b31b6de3-P2RDDd.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/themes/foxiz/assets/js/global.js
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:29] [class-ss-page.php:119] Checking Content Identical:e85ea4dcfdcf38a385ec96820d93bb795c75a4c7===. Value: FALSE
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/uploads/wp-coder/script-1.js
[2024-12-17 15:39:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 634
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b31c5e4d-5PXtSM.tmp
[2024-12-17 15:39:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/uploads/wp-coder/script-1.js?simply_static_page=605
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/uploads/wp-coder/script-1.js?simply_static_page=605
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:103] Filesize: 12349 bytes
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/wp-coder/script-1.js
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b31c5e4d-5PXtSM.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/uploads/wp-coder/script-1.js
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:29] [class-ss-page.php:119] Checking Content Identical:66921e44b52b669ad494dfffad6dff1b671fae4f===. Value: FALSE
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-includes/js/jquery/ui/core.min.js
[2024-12-17 15:39:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 634
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b31d77cc-hRxHdk.tmp
[2024-12-17 15:39:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-includes/js/jquery/ui/core.min.js?simply_static_page=606
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-includes/js/jquery/ui/core.min.js?simply_static_page=606
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:103] Filesize: 21464 bytes
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/jquery/ui/core.min.js
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b31d77cc-hRxHdk.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-includes/js/jquery/ui/core.min.js
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:29] [class-ss-page.php:119] Checking Content Identical:e9837519aca724457792e2d5ee98a97a0367cdf9===. Value: FALSE
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/feed/
[2024-12-17 15:39:29] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 634
[2024-12-17 15:39:29] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b31e65e0-aHLhK4.tmp
[2024-12-17 15:39:29] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/feed/?simply_static_page=607
[2024-12-17 15:39:29] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/feed/?simply_static_page=607
[2024-12-17 15:39:31] [class-ss-url-fetcher.php:103] Filesize: 874 bytes
[2024-12-17 15:39:31] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/rss+xml; charset=UTF-8
[2024-12-17 15:39:31] [class-ss-url-fetcher.php:233] New filename for static page: /feed/index.xml
[2024-12-17 15:39:31] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b31e65e0-aHLhK4.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/feed/index.xml
[2024-12-17 15:39:31] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:31] [class-ss-fetch-urls-task.php:159] Adding 2 URLs to the queue
[2024-12-17 15:39:31] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:31] [class-ss-page.php:119] Checking Content Identical:8451a02fe9091b26e4d281bcfb625ea2c849b2ab===. Value: FALSE
[2024-12-17 15:39:31] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/comments/feed/
[2024-12-17 15:39:31] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 634
[2024-12-17 15:39:31] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:31] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b3356316-6M09gw.tmp
[2024-12-17 15:39:31] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/comments/feed/?simply_static_page=608
[2024-12-17 15:39:31] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/comments/feed/?simply_static_page=608
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:103] Filesize: 768 bytes
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/rss+xml; charset=UTF-8
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:233] New filename for static page: /comments/feed/index.xml
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b3356316-6M09gw.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/comments/feed/index.xml
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:159] Adding 2 URLs to the queue
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:32] [class-ss-page.php:119] Checking Content Identical:73d1295d65343eacdca2285d4ae6c8746f8e29ac===. Value: FALSE
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/foxiz-core/lib/foxiz-elements/public/style.css
[2024-12-17 15:39:32] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 634
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b348e6ab-foqlgb.tmp
[2024-12-17 15:39:32] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/foxiz-core/lib/foxiz-elements/public/style.css?simply_static_page=609
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/foxiz-core/lib/foxiz-elements/public/style.css?simply_static_page=609
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:103] Filesize: 19591 bytes
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/foxiz-core/lib/foxiz-elements/public/style.css
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b348e6ab-foqlgb.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/foxiz-core/lib/foxiz-elements/public/style.css
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:32] [class-ss-page.php:119] Checking Content Identical:0d59f85e42b7e9c17a80009cfce5ec9490a064c0===. Value: FALSE
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/css/frontend.min.css
[2024-12-17 15:39:32] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 634
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b34a486f-NoXBnj.tmp
[2024-12-17 15:39:32] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/css/frontend.min.css?simply_static_page=610
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/plugins/elementor/assets/css/frontend.min.css?simply_static_page=610
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:103] Filesize: 53222 bytes
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/frontend.min.css
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b34a486f-NoXBnj.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/plugins/elementor/assets/css/frontend.min.css
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:32] [class-ss-page.php:119] Checking Content Identical:0e9b7927044774de227d933e7ad0febc21766016===. Value: FALSE
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/uploads/elementor/css/post-7.css
[2024-12-17 15:39:32] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 634
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b34bc19f-VvfkTW.tmp
[2024-12-17 15:39:32] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/uploads/elementor/css/post-7.css?simply_static_page=611
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/uploads/elementor/css/post-7.css?simply_static_page=611
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:103] Filesize: 1164 bytes
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/elementor/css/post-7.css
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b34bc19f-VvfkTW.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/uploads/elementor/css/post-7.css
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:32] [class-ss-page.php:119] Checking Content Identical:5c89bf9395d9d175ec2b720660b4504228c64cfb===. Value: FALSE
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:72] URL: http://localhost/Freaky-Font/wp-content/uploads/elementor/css/post-3266.css
[2024-12-17 15:39:32] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 634
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Lenovo\AppData\Local\Temp/67619b34cf8c5-lxQ7tN.tmp
[2024-12-17 15:39:32] [class-ss-page-handler.php:38] URL Prepared:http://localhost/Freaky-Font/wp-content/uploads/elementor/css/post-3266.css?simply_static_page=612
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/Freaky-Font/wp-content/uploads/elementor/css/post-3266.css?simply_static_page=612
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:103] Filesize: 4394 bytes
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/elementor/css/post-3266.css
[2024-12-17 15:39:32] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Lenovo\AppData\Local\Temp/67619b34cf8c5-lxQ7tN.tmp to C:\xampp\htdocs\Freaky-Font/wp-content/uploads\simply-static\temp-files/simply-static-1-1734449864/wp-content/uploads/elementor/css/post-3266.css
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-12-17 15:39:32] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-12-17 15:39:32] [class-ss-page.php:119] Checking Content Identical:01543fe766290400ed9fd04060d00915dab7a4b8===. Value: FALSE
